annotator	annotation_id	instance_id	candidate	in_changed_line	exact_receiver	patch_without_candidate	support_role	relation	confidence	rationale
B	SUP-088	pydata__xarray-6992	xarray.core.dataset.Dataset.update	是	是	否	required	补丁直接调用	5	基线版本源码 def update(self: T_Dataset, other: CoercibleMapping) -> T_Dataset:         """Update this dataset's variables with those from another dataset. 隐藏候选实现/契约后，无法正确实现或验证官方补丁
B	SUP-028	astropy__astropy-8707	astropy.io.fits.header.Header.update	是	否	是	irrelevant	其他	5	基线版本源码def update(self, *args, **kwargs):         """         Update the Header with new keyword values, updating the values of         existing keywords and appending new keywords otherwise; similar to         `dict.update`.          `update` accepts either a dict-like object or an iterable.  In the         former case the keys must be header keywords and the values may be         either scalar values or (value, comment) tuples.  In the case of an         iterable the items must be (keyword, value) tuples or (keyword, value,         comment) tuples. 只有名称、文件位置、未变化上下文
B	SUP-009	pylint-dev__pylint-6528	pylint.lint.expand_modules.get_python_path	是	是	否	required	补丁直接调用	5	基线版本源码 def get_python_path(filepath: str) -> str:     """TODO This get the python path with the (bad) assumption that there is always 隐藏候选实现/契约后，无法正确实现或验证官方补丁
B	SUP-077	scikit-learn__scikit-learn-10297	scikit-learn.sklearn.linear_model.ridge._RidgeGCV.fit	是	是	否	required	补丁直接调用	5	基线版本源码 def fit(self, X, y, sample_weight=None):         """Fit Ridge regression model          Parameters         ----------         X : {array-like, sparse matrix}, shape = [n_samples, n_features]             Training data          y : array-like, shape = [n_samples] or [n_samples, n_targets]             Target values. Will be cast to X's dtype if necessary          sample_weight : float or array-like of shape [n_samples]             Sample weight          Returns         ------- 隐藏候选实现/契约后，无法正确实现或验证官方补丁
B	SUP-006	psf__requests-5414	requests.models.PreparedRequest._get_idna_encoded_host	是	否	否	required	补丁直接调用	5	基线版本源码 def _get_idna_encoded_host(host):         import idna          try:             host = idna.encode(host, uts46=True).decode('utf-8')         except idna.IDNAError:             raise UnicodeError         return host 隐藏候选实现/契约后，无法正确实现或验证官方补丁
B	SUP-050	pytest-dev__pytest-7490	src._pytest.skipping.evaluate_xfail_marks	是	否	否	required	补丁直接调用	5	基线版本源码 def evaluate_xfail_marks(item: Item) -> Optional[Xfail]:     """Evaluate xfail marks on item, returning Xfail if triggered.""" 隐藏候选实现/契约后，无法正确实现或验证官方补丁
B	SUP-079	astropy__astropy-13579	astropy.wcs.wcsapi.wrappers.sliced_wcs.SlicedLowLevelWCS._pixel_to_world_values_all	是	是	否	required	补丁直接调用	5	基线版本源码 def _pixel_to_world_values_all(self, *pixel_arrays):         pixel_arrays = tuple(map(np.asanyarray, pixel_arrays))         pixel_arrays_new = []         ipix_curr = -1         for ipix in range(self._wcs.pixel_n_dim):             if isinstance(self._slices_pixel[ipix], numbers.Integral):                 pixel_arrays_new.append(self._slices_pixel[ipix])             else:                 ipix_curr += 1                 if self._slices_pixel[ipix].start is not None:                     pixel_arrays_new.append(pixel_arrays[ipix_curr] + self._slices_pixel[ipix].start)                 else:                     pixel_arrays_new.append(pixel_arrays[ipix_curr])          pixel_arrays_new = np.broadcast_arrays(*pixel_arrays_new)         return self._wcs.pixel_to_world_values(*pixel_arrays_new) 隐藏候选实现/契约后，无法正确实现或验证官方补丁
B	SUP-046	pydata__xarray-6744	xarray.core.rolling.Rolling.count	是	是	是	required	补丁直接调用	5	基线版本源码 def count(self, keep_attrs: bool | None = None) -> T_Xarray:         keep_attrs = self._get_keep_attrs(keep_attrs)         rolling_count = self._counts(keep_attrs=keep_attrs)         enough_periods = rolling_count >= self.min_periods         return rolling_count.where(enough_periods) 隐藏候选实现/契约后，无法正确实现或验证官方补丁
B	SUP-044	matplotlib__matplotlib-24637	matplotlib.offsetbox.OffsetImage.draw	是	是	是	strong	返回值或数据流依赖	5	基线版本源码 def draw(self, renderer):         # docstring inherited         self.image.draw(renderer)         # bbox_artist(self, renderer, fill=False, props=dict(pad=0.))         self.stale = False 精确契约、返回值或副作用实质决定补丁正确性。
B	SUP-029	pylint-dev__pylint-6528	pylint.lint.expand_modules._is_in_ignore_list_re	是	是	是	required	补丁直接调用	5	基线版本源码 def _is_in_ignore_list_re(element: str, ignore_list_re: list[Pattern[str]]) -> bool:     """Determines if the element is matched in a regex ignore-list."""     return any(file_pattern.match(element) for file_pattern in ignore_list_re) 精确契约、返回值或副作用实质决定补丁正确性。
B	SUP-089	pydata__xarray-4695	xarray.core.dataarray.DataArray.dims	否	是	是	weak	其他	3	基线版本源码 def dims(self) -> Tuple[Hashable, ...]:         """Tuple of dimension names associated with this array.          Note that the type of this property is inconsistent with         `Dataset.dims`.  See `Dataset.sizes` and `DataArray.sizes` for         consistently named properties.         """         return self.variable.dims 只有名称、文件位置、未变化上下文
B	SUP-054	django__django-13012	django.db.models.expressions.When.as_sql	是	是	否	required	补丁直接调用	5	基线版本源码 def as_sql(self, compiler, connection, template=None, **extra_context):         connection.ops.check_expression_support(self)         template_params = extra_context         sql_params = []         condition_sql, condition_params = compiler.compile(self.condition)         template_params['condition'] = condition_sql         sql_params.extend(condition_params)         result_sql, result_params = compiler.compile(self.result)         template_params['result'] = result_sql         sql_params.extend(result_params)         template = template or self.template         return template % template_params, sql_params 精确契约、返回值或副作用实质决定补丁正确性。
B	SUP-039	pydata__xarray-6744	xarray.core.rolling.Rolling.ndim	是	否	否	strong	返回值或数据流依赖	5	基线版本源码 def ndim(self) -> int:         return len(self.dim) 精确契约、返回值或副作用实质决定补丁正确性。
B	SUP-072	mwaskom__seaborn-3187	seaborn._core.scales.Nominal.label	是	否	是	strong	契约/类型/常量依赖	5	基线版本源码 def label(self, formatter: Formatter | None = None):         """         Configure the selection of labels for the scale's axis or legend.          .. note::             This API is under construction and will be enhanced over time.             At the moment, it is probably not very useful. 依赖候选的明确协议、类型或常量
B	SUP-068	sphinx-doc__sphinx-7590	sphinx.domains.cpp.CPPObject.describe_signature	是	否	是	strong	返回值或数据流依赖	5	基线版本源码 def describe_signature(self, signode: desc_signature,                            ast: ASTDeclaration, options: Dict) -> None:         ast.describe_signature(signode, 'lastIsName', self.env, options) 精确契约、返回值或副作用实质决定补丁正确性。
B	SUP-038	scikit-learn__scikit-learn-10297	scikit-learn.sklearn.linear_model.ridge.RidgeClassifier.fit	是	否	是	required	补丁直接调用	5	基线版本源码 def fit(self, X, y, sample_weight=None):         """Fit Ridge regression model.          Parameters         ----------         X : {array-like, sparse matrix}, shape = [n_samples,n_features]             Training data          y : array-like, shape = [n_samples]             Target values          sample_weight : float or numpy array of shape (n_samples,)             Sample weight.              .. versionadded:: 0.17                *sample_weight* support to Classifier.          Returns 精确契约、返回值或副作用实质决定补丁正确性。
B	SUP-021	mwaskom__seaborn-3187	seaborn._core.scales.Scale.label	是	否	否	strong	返回值或数据流依赖	5	基线版本源码 def label(self):         raise NotImplementedError() 精确契约、返回值或副作用实质决定补丁正确性。
B	SUP-041	pytest-dev__pytest-7324	pytest.src._pytest.mark.expression.Token.value	是	是	否	strong	属性读取/写入	5	基线版本源码 value = attr.ib(type=str) 读写该精确对象/类型上的候选属性。
B	SUP-040	matplotlib__matplotlib-22719	matplotlib.category.UnitData._str_is_convertible	否	是	否	required	补丁直接调用	5	基线版本源码 def _str_is_convertible(val):         """         Helper method to check whether a string can be parsed as float or date.         """ 精确契约、返回值或副作用实质决定补丁正确性。
B	SUP-019	django__django-13128	django.db.models.expressions.Exists.output_field	是	否	否	strong	属性读取/写入	5	基线版本源码 output_field = fields.BooleanField() 读写该精确对象/类型上的候选属性。
B	SUP-025	pytest-dev__pytest-7324	src._pytest.mark.expression.expr	否	是	否	weak	其他	3	基线版本源码 def expr(s: Scanner) -> ast.expr:     ret = and_expr(s)     while s.accept(TokenType.OR):         rhs = and_expr(s)         ret = ast.BoolOp(ast.Or(), [ret, rhs])     return ret 只有名称、文件位置、未变化上下文
B	SUP-018	pytest-dev__pytest-7324	pytest.src._pytest.mark.expression.TokenType.IDENT	是	是	否	strong	属性读取/写入	5	基线版本源码 IDENT = "identifier" 读写该精确对象/类型上的候选属性。
B	SUP-037	sphinx-doc__sphinx-8056	sphinx.ext.napoleon.docstring.GoogleDocstring._format_fields	是	是	否	required	返回值或数据流依赖	5	基线版本源码 def _format_fields(self, field_type: str, fields: List[Tuple[str, str, List[str]]]                        ) -> List[str]:         field_type = ':%s:' % field_type.strip()         padding = ' ' * len(field_type)         multi = len(fields) > 1         lines = []  # type: List[str]         for _name, _type, _desc in fields:             field = self._format_field(_name, _type, _desc)             if multi:                 if lines:                     lines.extend(self._format_block(padding + ' * ', field))                 else:                     lines.extend(self._format_block(field_type + ' * ', field))             else:                 lines.extend(self._format_block(field_type + ' ', field))         if lines and lines[-1]:             lines.append('')         return lines 精确契约、返回值或副作用实质决定补丁正确性。
B	SUP-032	mwaskom__seaborn-3187	seaborn._core.scales.PseudoAxis.set_view_interval	是	是	否	required	补丁直接调用	5	基线版本源码 def set_view_interval(self, vmin, vmax):         self._view_interval = vmin, vmax 精确契约、返回值或副作用实质决定补丁正确性。
B	SUP-090	mwaskom__seaborn-3187	seaborn._core.scales.Identity._legend	是	否	是	strong	属性读取/写入	5	基线版本源码 _legend = None 读写该精确对象/类型上的候选属性。
B	SUP-084	sympy__sympy-21930	sympy.physics.secondquant.AntiSymmetricTensor.symbol	是	否	否	required	补丁直接调用	5	基线版本源码 def symbol(self):         """         Returns the symbol of the tensor.          Examples         ========          >>> from sympy import symbols         >>> from sympy.physics.secondquant import AntiSymmetricTensor         >>> i, j = symbols('i,j', below_fermi=True)         >>> a, b = symbols('a,b', above_fermi=True)         >>> AntiSymmetricTensor('v', (a, i), (b, j))         AntiSymmetricTensor(v, (a, i), (b, j))         >>> AntiSymmetricTensor('v', (a, i), (b, j)).symbol         v          """         return self.args[0] 精确契约、返回值或副作用实质决定补丁正确性。
B	SUP-035	sympy__sympy-24066	sympy.physics.units.unitsystem.UnitSystem.get_dimension_system	是	是	否	required	补丁直接调用	5	基线版本源码 def get_dimension_system(self):         return self._dimension_system 精确契约、返回值或副作用实质决定补丁正确性。
B	SUP-013	pydata__xarray-6938	xarray.core.variable.Variable.dims	是	是	否	strong	返回值或数据流依赖	5	基线版本源码 def dims(self) -> tuple[Hashable, ...]:         """Tuple of dimension names with which this variable is associated."""         return self._dims 精确契约、返回值或副作用实质决定补丁正确性。
B	SUP-023	matplotlib__matplotlib-24637	matplotlib.offsetbox.TextArea.draw	否	是	否	strong	契约/类型/常量依赖	5	基线版本源码 def draw(self, renderer):         # docstring inherited         self._text.draw(renderer)         _bbox_artist(self, renderer, fill=False, props=dict(pad=0.))         self.stale = False 变化逻辑依赖候选的明确协议、类型或常量。
B	SUP-005	sympy__sympy-20801	sympy.core.numbers.EulerGamma._as_mpf_val	是	是	否	strong	返回值或数据流依赖	5	基线版本源码 def _as_mpf_val(self, prec):          # XXX track down why this has to be increased         v = mlib.libhyper.euler_fixed(prec + 10)         rv = mlib.from_man_exp(v, -prec - 10)         return mpf_norm(rv, prec) 精确契约、返回值或副作用实质决定补丁正确性。
B	SUP-085	sphinx-doc__sphinx-7889	sphinx.ext.autodoc.mock._make_subclass	是	否	否	required	补丁直接调用	5	基线版本源码 def _make_subclass(name: str, module: str, superclass: Any = _MockObject,                    attributes: Any = None) -> Any:     attrs = {'__module__': module, '__display_name__': module + '.' + name}     attrs.update(attributes or {})      return type(name, (superclass,), attrs) 隐藏候选实现/契约后，无法正确实现或验证官方补丁
B	SUP-096	django__django-11885	django.db.models.deletion.get_candidate_relations_to_delete	是	是	否	required	补丁直接调用	5	基线版本源码 def get_candidate_relations_to_delete(opts):     # The candidate relations are the ones that come from N-1 and 1-1 relations.     # N-N  (i.e., many-to-many) relations aren't candidates for deletion.     return (         f for f in opts.get_fields(include_hidden=True)         if f.auto_created and not f.concrete and (f.one_to_one or f.one_to_many)     ) 隐藏候选实现/契约后，无法正确实现或验证官方补丁
B	SUP-001	astropy__astropy-8707	astropy.io.fits.header.Header.tostring	是	是	否	strong	返回值或数据流依赖	5	基线版本源码 def tostring(self, sep='', endcard=True, padding=True):         r"""         Returns a string representation of the header.          By default this uses no separator between cards, adds the END card, and         pads the string with spaces to the next multiple of 2880 bytes.  That         is, it returns the header exactly as it would appear in a FITS file. 精确契约、返回值或副作用实质决定补丁正确性。
B	SUP-007	pylint-dev__pylint-4551	pylintreverse.diagrams.ClassDiagram.has_node	是	是	否	strong	返回值或数据流依赖	5	基线版本源码 def has_node(self, node):         """return true if the given node is included in the diagram"""         return node in self._nodes 精确契约、返回值或副作用实质决定补丁正确性。
B	SUP-047	matplotlib__matplotlib-25775	lib.matplotlib.backends.backend_agg.get_hinting_flag	否	是	否	required	补丁直接调用	5	基线版本源码 def get_hinting_flag():     mapping = {         'default': LOAD_DEFAULT,         'no_autohint': LOAD_NO_AUTOHINT,         'force_autohint': LOAD_FORCE_AUTOHINT,         'no_hinting': LOAD_NO_HINTING,         True: LOAD_FORCE_AUTOHINT,         False: LOAD_NO_HINTING,         'either': LOAD_DEFAULT,         'native': LOAD_NO_AUTOHINT,         'auto': LOAD_FORCE_AUTOHINT,         'none': LOAD_NO_HINTING,     }     return mapping[mpl.rcParams['text.hinting']] 隐藏候选实现/契约后，无法正确实现或验证官方补丁
B	SUP-017	sphinx-doc__sphinx-7590	sphinx.domains.cpp.ASTFunctionParameter.get_id	是	否	是	strong	返回值或数据流依赖	5	基线版本源码 def get_id(self, version: int, objectType: str = None, symbol: "Symbol" = None) -> str:         # this is not part of the normal name mangling in C++         if symbol:             # the anchor will be our parent             return symbol.parent.declaration.get_id(version, prefixed=None)         # else, do the usual         if self.ellipsis:             return 'z'         else:             return self.arg.get_id(version) 精确契约、返回值或副作用实质决定补丁正确性。
B	SUP-066	mwaskom__seaborn-3187	seaborn._core.scales.Continuous.label	是	否	否	strong	返回值或数据流依赖	5	基线版本源码 def label(         self,         formatter: Formatter | None = None, *,         like: str | Callable | None = None,         base: int | None | Default = default,         unit: str | None = None,     ) -> Continuous: 精确契约、返回值或副作用实质决定补丁正确性。
B	SUP-091	pytest-dev__pytest-7236	pytest.src._pytest.unittest.TestCaseFunction._testcase	是	是	否	strong	契约/类型/常量依赖	3	基线版本源码 _testcase = None 变化逻辑依赖候选的明确协议、类型或常量。
B	SUP-042	astropy__astropy-14369	astropy.units.format.cds.CDS._tokens	是	是	是	strong	契约/类型/常量依赖	5	基线版本源码 tokens = (         "PRODUCT",         "DIVISION",         "OPEN_PAREN",         "CLOSE_PAREN",         "OPEN_BRACKET",         "CLOSE_BRACKET",         "X",         "SIGN",         "UINT",         "UFLOAT",         "UNIT",         "DIMENSIONLESS",     ) 变化逻辑依赖候选的明确协议、类型或常量。
B	SUP-074	pylint-dev__pylint-6386	pylint.config.arguments_manager._ArgumentsManager.help	是	否	否	irrelevant	其他	5	基线版本源码 def help(self, level: int | None = None) -> str:         """Return the usage string based on the available options."""         if level is not None:             warnings.warn(                 "Supplying a 'level' argument to help() has been deprecated."                 "You can call help() without any arguments.",                 DeprecationWarning,             )         return self._arg_parser.format_help() 只有名称、文件位置、未变化上下文
B	SUP-100	sympy__sympy-12489	sympy.combinatorics.permutations._af_rmul	是	否	否	weak	同类邻近上下文	5	基线版本源码中 def _af_rmul(a, b):     """     Return the product b*a; input and output are array forms. The ith value     is a[b[i]]. 不构成执行依赖
B	SUP-004	pylint-dev__pylint-4551	pylintreverse.inspector.Linker.visit_classdef	是	是	否	required	补丁直接调用	5	基线版本源码 def visit_classdef(self, node):         """visit an astroid.Class node          * set the locals_type and instance_attrs_type mappings         * set the implements list and build it         * optionally tag the node with a unique id         """ 隐藏候选实现/契约后，无法正确实现或验证官方补丁
B	SUP-057	pylint-dev__pylint-4970	pylint.checkers.similar.Similar._display_sims	是	是	否	required	补丁直接调用	5	基线版本源码 def _display_sims(         self, similarities: List[Tuple[int, Set[LinesChunkLimits_T]]]     ) -> None:         """Display computed similarities on stdout"""         report = self._get_similarity_report(similarities)         print(report) 隐藏候选实现/契约后，无法正确实现或验证官方补丁
B	SUP-031	django__django-13121	django.db.models.expressions.When.as_sql	是	否	否	strong	属性读取/写入	5	基线版本源码 def as_sql(self, compiler, connection, template=None, **extra_context):         connection.ops.check_expression_support(self)         template_params = extra_context         sql_params = []         condition_sql, condition_params = compiler.compile(self.condition)         template_params['condition'] = condition_sql         sql_params.extend(condition_params)         result_sql, result_params = compiler.compile(self.result)         template_params['result'] = result_sql         sql_params.extend(result_params)         template = template or self.template         return template % template_params, sql_params 读写该精确对象/类型上的候选属性。
