instance_id	variant	candidate_entities	rendered_entities	source_entities	prefix_source_entities	tail_source_entities	prompt_tokens	context_sha256	prompt_sha256
sphinx-doc__sphinx-8120	issue	10	10	4	4	0	2832	c1c513e89473b4ccd26e462f0c897d3d66b94919c362e959d467d86c1d8ff2a4	ed985191984b240e197ce86c7d2b9122c597be6ce1f6d2842fe30956aaf36238
sphinx-doc__sphinx-8265	issue	6	6	4	4	0	2572	e246f1d51660e64516e6667a7d257cc9d898a4b368fb332e294b89c321371afd	22bbd62d011cf3ce58a7551dc35e8f80772b816c9a953cf1faa06ac8afb8d5f7
sphinx-doc__sphinx-8269	issue	1	1	1	1	0	1645	1f89a6c3abe1d0712c933fbbb1ddd0bd02c53491dd149c9e1a4ae8ad9bccb575	324cbea5655407cfe316ff55d328cacc4aae64692ede62c671107d8614964b1a
sphinx-doc__sphinx-8459	issue	9	9	4	4	0	2440	f01da0b539cf43e8f58b2730221b0a0a81a05fc91bbb93fbf3e2607512e472ac	4beb27c79634de85aa9e4a674b2670f99acfbbd0dd5049669faeaa5336577d72
sphinx-doc__sphinx-8475	issue	1	1	1	1	0	1496	836e760950369f2d07fc665a5bc9519f9dd655b1b040e6bd8eb1624791bb5b14	50d96da8e94a180497276294a566d7e0d5c6377b289e86fbf76aa3c1d6e95ebd
sphinx-doc__sphinx-8548	issue	3	3	3	3	0	1887	daae6e8216abdd3d5083b8b2895c0df80b3080422b0f96645784a86eaca08fac	dcf0d5f507a91f51d47762ace43838707ea3b1b1a98935247b9422edb9f26109
sphinx-doc__sphinx-8551	issue	8	8	3	3	0	2735	6270b8aa677ac9964c6ebfe9e842f1e6343daf78ba14711cb73a6b38f2d21647	c1e957acd10f50cd5b08539fbb80e5233e2d7f2207f55ccaf4729a4dd46fd770
sphinx-doc__sphinx-8593	issue	6	6	3	3	0	2282	8b9b96ef05c160c6e21c50c9fd82fe32a3e05b6a7611b9cfff79314341346528	98c70b31c547a97476a514fcf050c1696c64402f9fc0098a2a502c6ea2336e82
sphinx-doc__sphinx-8595	issue	9	9	4	4	0	2566	e326294ede2a2b157fc94203cfee4c83c00180ea56994ebf09508c45a7145e8b	d1938b585f7251e9f1151532701bc2858c30dc7eaa34126c6bce0a76af4bc84f
sphinx-doc__sphinx-8621	issue	0	0	0	0	0	1236	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	9e3f9ff09453ab0b3373167b9e301c370db701f1f1fba278e7ca687ae1c35560
sphinx-doc__sphinx-8638	issue	6	6	3	3	0	2695	ca1cda3db4627a00a5f44155c772b04bdd2e9de788633c86588e55911bcce385	3ec6f585d49d8444668acfc81a7be1f573bb3cb4588152bbe2ab0d46df47b53a
sphinx-doc__sphinx-8721	issue	4	4	2	2	0	1865	8654008f3c3fe627f840368847ff0ce2266c3a901be13c99d03f02203e5983c8	d2f6c70404c423984e04b55508779a34419eedbfc29402af790aad0b16a3503c
sphinx-doc__sphinx-9229	issue	7	7	4	4	0	3098	9ec4246eb567b2c31b1e4aeba97d459e8c5c475f8bd31fa5f10132fcdf588d74	85b572fd1228cb0eec243c0b5c5d2b3637f0f45255d5220c97f0bfd80af37477
sphinx-doc__sphinx-9230	issue	4	4	4	4	0	2672	7d3fe05f04707e69d5537a8d7ec8d5f96e6845a84c5a1d1aedb2805d4eeaf71d	1b79690a0a48dc51fdbb2929615daabe7b9b0a4b07f74023004b45b2936f1193
sphinx-doc__sphinx-9258	issue	5	5	4	4	0	2089	72377ffec29cd801d42916774a0420af78299cef8f3aec18d5db86c03b50336a	2309292ee5e244ee1b4f8ffc6b70581d6d0b679cf376450b04ec6311d89533b8
sphinx-doc__sphinx-9281	issue	4	4	4	4	0	1883	f149027396f31d1d437e8ea24cd443bf479dec10add07a86a7cfb17a07614f67	1ff61f0778e4db663fe60b7723e4799f9158b664661027374b7035dea6b968a1
sphinx-doc__sphinx-9320	issue	4	4	2	2	0	1990	1f1c044022ad08ca94c373dcdd6c3633d247a0371a25a9c00afcbb4850a00da2	7ce052c26ddea6b7098356b00685dc8cec7491f795e380edfd253eb935e6a40a
sphinx-doc__sphinx-9367	issue	3	3	2	2	0	1771	bf2b727e4f7ea7af7c291672bd43adbae9b2b9a92664bd5d19daf4cb3b4c5cb7	8086086a14916cf72a8135f92f8e4632bad87467a6ee3a4724ee1b4518f3ff25
sphinx-doc__sphinx-9461	issue	4	4	4	4	0	2693	be06b99f859240a4ae32ef15286fa12687d8a94547191cd39de5ab9159e765a9	b3f40231e3ac6900c8e3855e35ebcdef39b4a875f005d3e0ff1a15da493dd216
sphinx-doc__sphinx-9591	issue	5	5	4	4	0	2311	7f8536279bc5c79193dc0f9822de70781e7fefc0eebab359cffdb5615bffedad	5ad844916aa35448f54b66754788e167a3223c33a9a23ede6add4ebfccbedc12
sphinx-doc__sphinx-9602	issue	6	6	4	4	0	2695	59e281cf77fbe89d7c23c18e7470e0a44683458599d73822197d86943f691bdf	06c38bda48e0498fed8d482cd7138ca5a56060d2dba5c423d9041c98cca9eca7
sphinx-doc__sphinx-9658	issue	3	3	3	3	0	2182	d49a47d5318c4e95f92bf46da29e54eca26e4d7f9db0daa614e9819f8d8862ba	c065e8f7b2854287b7faa06fe06550696f352122907c98858170c4b4035c43eb
sphinx-doc__sphinx-9673	issue	6	6	4	4	0	2347	8b4d79642c741841a7cd2162d554433e2b895f59798323f73d31a94bef194e38	540ccad0bb3d3b137e6f08978548bcd2fa656e822b7bb6e7e423362cd147ae6f
sphinx-doc__sphinx-9698	issue	4	4	2	2	0	1768	c543eac75aa8bc587940f8b474f3cd41804f4b0a9375163dbc13bbcb88258ede	84382cfa1635558cd32cc1331f7592bccab5ac03608c3bf4f54e4c203437b569
sphinx-doc__sphinx-9711	issue	0	0	0	0	0	1092	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3f1f585f4d43cfbe340ec1c75ccb59e8a4ea0a45b83175a49966b150b4a0b3d
sympy__sympy-11618	issue	3	3	2	2	0	1216	58545f8c4b42e3191885d23a23bea0aa6cecff99115afa757440b80995853b09	fcf93b23f8cbdadc45df332409a87d0c4407d14094b92d2f28212ced11432c22
sympy__sympy-12096	issue	2	2	2	2	0	1781	88cefeb262c0b69c9bee1c85a2a4166221e3a3ed8ca6c12cffff08aad826a5a2	1e79fad7f861d572f4becb56b5acdfe7e46c6f44a26adb19c96aa62330a68391
sympy__sympy-12419	issue	4	4	3	3	0	1943	c72e39246af2a8a67c9587489cf6ac17b21082c7009202be39092d023679b19e	d544551175e3ef50347d4403afd2ac9003fd6191e4aa2391addf23c24c8ffdf3
sympy__sympy-12481	issue	1	1	1	1	0	1464	90bf3eea589815d7b062659300a894c09540fe141b778d5f972e62fbeb0f9eb7	7196dd5b8013c87e41a0529fdeec7f896844a073a9eac3625633ebf9e66cc606
sympy__sympy-12489	issue	2	2	2	2	0	1882	f41b7d98b3ea555579eb189c0a5ce5b07ac1dcefb16465b1f232495f0387298b	041ee91f804fffea0e7ec56f0888d97cabe9650d7a9efcd1b4c3495b595f6624
sympy__sympy-13031	issue	2	2	2	2	0	1430	2f1b5f3e8c103cc5ab1d77ca922bfd2a5b86d8a08d2dfe2e480929c808bb3589	676dc7b122441aeed50f098a9f4ad279085021035c8423cd1491016713d0141d
sympy__sympy-13091	issue	5	5	4	4	0	2206	44840a12c2a9db532515fc952dad0f8f2f3b3f44b4c9e50586f93fa224a703fb	7d0ea556e03ecc0739f1c34592841f3ebfcc4776e99518d187446ed19f59a193
sympy__sympy-13372	issue	2	2	2	2	0	1978	68a0228bc2063dd6c700a849b37180d4df16e0ed39157a01d425273e85bd7ad4	6230757699328de4c90dbbfd85652ee6f133a0d328acd99d5d880dab3be4dbe3
sympy__sympy-13480	issue	1	1	1	1	0	1505	4b8d981639bd5e412af50908e483c0fe9f722539e64ac3feef0778360777abd6	451c0bf93e1cf6f593ccc173a9ad118b770cdb5b521ae8ead6ba3fba9e0dbe99
sympy__sympy-13551	issue	5	5	4	4	0	2201	a2ca0713e57295eec5f3c38ac988ba22f53e6633f523ad8f9d20f95ab1b83bd8	12adbc85d949e9f80b6d88aa73f73d6ee68848701b740a0099167831960a7e8a
sympy__sympy-13615	issue	5	5	2	2	0	1710	c9a1f75e8316574cb002317ed08e127fc050374a59b70b50ffa371db2ae9d0e9	b98979b9c971f259717d911069e1795eba4d73ad3c8bdbb508deda78085eedbf
sympy__sympy-13647	issue	0	0	0	0	0	1352	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	804e953702ee31f0242c451c668660147fd68b55e29a684dd71dd4fdd8a3e807
sympy__sympy-13757	issue	1	1	1	1	0	975	10ad5108b41a8dd790bbab06418429312ff1ebcb5e6fe7ae4b49904b2c72b43f	089bf64d67e7a18de224395c56cee023ca6f7f695f3edf7775b7fc253e5aab46
sympy__sympy-13798	issue	10	10	4	4	0	3127	163e9ae6aeef219cfe9dd48a3085cbcb57ee24d15d21148fdd265981fbfffa28	f349f53077a8df9a9fa17a1366239342963da6d9d08e8bf2ee75b3a5296c7435
sympy__sympy-13852	issue	2	2	1	1	0	1949	3fd388265ffa0aa2920c9f70ac6cc3dd40d263dd681059202f16cbf8da7aacbe	a50819954c9724c2915eedf4a9da25af88922fdb9e63d9b2f29a8d5c7dad4716
sympy__sympy-13877	issue	6	6	4	4	0	3421	6c66b69954f934be09df937e3bd469550855cae7dfd76547ef36100a97825e0b	5279371bc0465bb9943a0933dd33f8e1d835e5b16ba8846f32b98ccc5d9a1359
sympy__sympy-13878	issue	1	1	1	1	0	1800	d6f7fc7ebfe4a219cc5a3ade7c9265c8604d4c10e006d5d0555e09f5b714c30b	abe2fc4886f8be9f68274d08786dcce3f46628a6a1fc25650304eb0a170f320c
sympy__sympy-13974	issue	3	3	2	2	0	1860	b2ff6cb1a75363c00a93370c55dd4b9e14d50e69d1abef6012bc726eea4d5311	0504dbe95af6b9d31aea946f9fa71a7bc415ba6dd0614f8d67ddad719163aabc
sympy__sympy-14248	issue	9	9	4	4	0	2291	13fa7e6f0c51f1f597a670455ffec32cdddade50be4de1df4a23037e901c4bb7	2d5ba15d07cd5a81f8c9c316a43d30dc575a513b80696bf42fb1fb961ce3b734
sympy__sympy-14531	issue	5	5	3	3	0	1575	b044ecd66905609f6882f25518d80757f20c04d22bfc601b14ca7161655c2ef1	02d8cf2dfa20aef60ac8c9be3130682869db18c8e101cc5b69a33c00f9588860
sympy__sympy-14711	issue	4	4	2	2	0	1424	f1d696af3f4c5c1cc24afd007f5cbfe8b2ae34b4d30c96483082d0cd1fb09464	3074f016515c6508e8d04d6b659be6425f9975a6b293f00cc6ef4ea15dbd0974
sympy__sympy-14976	issue	0	0	0	0	0	931	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bd624aa3f61bb764731ff33fea5e6afcccc5c56d6cf14ea6f8c646e067af0f4f
sympy__sympy-15017	issue	1	1	1	1	0	1194	669ac00251975139983131c447bda56c55fa5a5a890864ac0a5b2b1d40330042	be20b485b4fe20dbf654caa4c4eaf05ef39f8fc6e3eae919d254e83a4b5a58e6
sympy__sympy-15345	issue	3	3	3	3	0	1671	9d94db30e0e916282bab91528fc44cf5f8c185dccd5e632046302abec12e2e8b	eede7c9d672d799a41fd5894c6e364cc56a8ea26e7a937016f8d098fa6d2680b
sympy__sympy-15349	issue	1	1	1	1	0	1343	b2f547cd556f23a19a14d5776177a0dfb31c4987eb3acf9db84e619e6d3bef8f	b98f31ce1e41aa5c8f757b5f008cc4101bce3a4a147b0c6a6ef10050e6dab802
sympy__sympy-15599	issue	0	0	0	0	0	1264	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	161bf01e4178f8ddb78867bec523772818917013c4ba62091775e04dddfe4531
sympy__sympy-15809	issue	1	1	1	1	0	1006	fe1e0bc6bede10f23e5ddd7c4be3a9d757777c609de31182f80b72fbba6f6def	81e097a9f969b9be752fa17031d93bd500289b94a89766d4932559084b07944f
sympy__sympy-15875	issue	6	6	4	4	0	1781	a3c119ad2153c58077c2a6815d8ad7f0f7f35fd976b84659d514a601fab03981	c11675984e3b382600e808ab2651935052800efe3509b68638e61c82307d8e3e
sympy__sympy-15976	issue	4	4	3	3	0	2599	0258c26697e8ba863c83c05bb1c4295dade87c77b2da08892a374730c6f94101	09100a6120ea71e5fca8a0fe788b0a8d32068ba0e23d664898d57a62dac05f71
sympy__sympy-16450	issue	0	0	0	0	0	942	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	338aa10f31b34aa3d291a51bad982d5f5d22c716a18b46794f39ea4e51231f2c
sympy__sympy-16597	issue	1	1	1	1	0	890	545e376998d308fc9f327b3b4f0e3b293785ad5072473d7c518ffe2cec091324	5e7e1040b9c68ea2bce8eb678e5326da1c36fe92242fb334e26c97f92a544d8a
sympy__sympy-16766	issue	2	2	2	2	0	1328	08ec41a22a608513dcf875b25bbf9353cdb89d1bf292d25bc73b4035076bc166	58f12849d822f6117fc44d3c7fb3fa7437188734f935e097dc9682c44bf67336
sympy__sympy-16792	issue	6	6	4	4	0	3097	46db077b73f55234c96d664a188784484c1f32c330951f559e7e73b7341fe62e	9f7963927704e3bc61599601cbdc6dc7e960e1516f75a4a04e9a84ee160e4a59
sympy__sympy-16886	issue	0	0	0	0	0	740	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	22f4b91016d9ab8849cb994a8e2b806b87797acffa3e94dd33f5ec912654c440
sympy__sympy-17139	issue	3	3	3	3	0	2549	dff400e047e4ce8e104bfbb341b423179f4197caf57f8ee21df9e2743017761d	64c763e3cfab95d0ca55650c830f7c5b4cbf867e803f6ba471169cdb2222b185
sympy__sympy-17318	issue	5	5	4	4	0	2784	edf004a90f25445a42da2358d714fb494d10d1b6bf533c3a901be088b7d99a35	a68c72333e9a8fc0eb271c7c3c362bfb3190ff181c5d6cc4f1651f53ad943a2a
sympy__sympy-17630	issue	6	6	2	2	0	2251	5963f6b29088aa78b2ec3e232ac3253c73719e931b7e7b1770349cdc2c66428f	b4ce608e197415bc51e5d45560ce102a30dd0d4340bde3bed42c3f106ca0379c
sympy__sympy-17655	issue	2	2	2	2	0	1698	9539d53f3d8d0e023aca1d74688934544a0646c066eac78241bf231e77567c8c	3456c914d14c059baf3185c189dfabbbe74cc90b38569ef8a9d513abb0ed9672
sympy__sympy-18189	issue	1	1	1	1	0	1814	b2e6625844c7edb667cfcb352e43e51ffff9bb74992ca544cbf8cf0a9c14c27c	a3d7eda609c2a012401bf123d3347bd3b7862597ff603cb84c0ece8771be71e5
sympy__sympy-18199	issue	1	1	1	1	0	1524	27a5f33cead27dd3d8b34327a5afb58da199a0bcb9f74d70ff1ed31fe836be34	b5a0fc5b842cef039d4a18e50b1c9f4fd5aeb58ef2222ea7db918751b73d8ba5
sympy__sympy-18211	issue	4	4	3	3	0	2199	ddab433d1c9a21135193ab991dc232dc574d73a45c152bf855bbf8eac2a85193	84c0ccc856a0d787d8cb65375d113feaa47d63510e7bfbd66b616d4aafd58995
sympy__sympy-18698	issue	6	6	3	3	0	1809	2e22d8f7f8ae1be92fa593288c36ff8da6f988d99e0a9d39afbcd52bed47a51a	afab8728cdee486d09d1ac9fc20e8a54b925ffdfba518195fef6450a37f51586
sympy__sympy-18763	issue	6	6	4	4	0	2075	1a514851802995986dcef78119b9fa9d54465b24b407d71dd7f00ff7480d4186	b9dde760185c5f106ad853ae1a49f33817bd830cbe8b6218b4ac0f604269ab98
sympy__sympy-19040	issue	7	7	4	4	0	2693	1ce135cec08ada0de7aeaa06f909b9b0c8af6451d0b1ddf8f31eb69e6d299a9e	5384303aec5f7e96d7eec0af2cab4ddf534ad49772b8550916da2d42ea0570e0
sympy__sympy-19346	issue	3	3	2	2	0	1146	d08ba416b615414d57a5aedf668f9e75e2fba422b2ac1cfcd0892cfdbcb08b52	532982c9f0427750aeddd283ec2aa31156aed2e0737a5444f7252bd575640b5f
sympy__sympy-19495	issue	3	3	3	3	0	2447	869373122b7aa06d2bf0907949d13b921166452e53e40dd5156cfe3823ac121d	cb63b72fdb357c0f3ec74f756d73d3bc1d7cf532b8b1e6bf06fd40d346f09b8c
sympy__sympy-19637	issue	1	1	1	1	0	1260	6e92e1fada29c4159114cd4aa7471072302c7c9dcec59c0d12086dc107546142	ec7ec35127dfe0bd22f337d807f2912710398ea9e876160246c75fa5f6b81a8e
sympy__sympy-19783	issue	3	3	3	3	0	2065	7a571f8b009fe0381c0d7216ad33786ce955912d7ca25e9c71b62c3aa443d952	8af983cf438c92e2c148a58d125ef1e7ee42fef88ab23461fbae89661243a7d0
sympy__sympy-19954	issue	2	2	2	2	0	2128	b58d4a20429b3a7aa9177006a58217a66c6f66d87fdf1c7b3ea10de43d68435f	acba848fad006d1009dd14e030c0262e0da73f18d361b7f627f2545ccd021409
sympy__sympy-20154	issue	1	1	1	1	0	1514	67db18043b18825badf9ee4fcc5b9e550867d584baf17c98a4eb3a03473e65bf	9e719d750c15cb8cd25caa6ed41dcfcd7b994249f589debdeb420ca1f0850609
sympy__sympy-20428	issue	9	9	4	4	0	3233	be15cfded99af4e4a14a8a8ae1582611cba0e19c1509fc9b646db981fc11f1b0	6a46d5562f6080b00c7ca2b4563bf3d8906197af922e6ff9e28098f561ac842c
sympy__sympy-20438	issue	4	4	2	2	0	1994	ef0e03a6b4fd6d2bf03e10f08712bd13e1ad49fb55b582719666418ef64f6c5a	8c8ca6437886628199d794fb592f6fd39588c6af8fc16c6f2d041869bbc48661
sympy__sympy-20590	issue	0	0	0	0	0	877	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	caa87e2798ccf800d43f5c42a3a719f0f07f1223ad92c667d7ffd8406b898b85
sympy__sympy-20801	issue	4	4	4	4	0	2090	00bf0f88c42535bb68ba3fd15f587b3b5d4267693bd14f7d02301bc12b096b69	d8420f5a662a2a86ac9f7498cfebcc5801d2132ca4a1ed94203ca2f91bb3be22
sympy__sympy-20916	issue	6	6	4	4	0	2040	aa327843067e637b30320e564f4abff42bbe5c40693acfd698f765e004119578	80abcbeb6fb02d474dc71ea08c589eb75fa3838b4f75ce60233533fb16cd333d
sympy__sympy-21379	issue	7	7	4	4	0	2592	81664897618a300e53e84bd503dd07c52d9f327dff04df3e382e2b261886bf3a	66ec82a811ded00aaaf1bc68e29c2314d9bb89549b184825910b805c1a582ea2
sympy__sympy-21596	issue	5	5	3	3	0	2220	3eb01c2c72fc8ecd48d6460d40b86e60eea4502f4b5c0ad20d676e3ffc6dafac	708665b4dbe4d81bf4373731fcc52970c2a32c8064e98eaf7606b6dddd02ccf5
sympy__sympy-21612	issue	3	3	3	3	0	2158	aca2c62650a8c2c6bc34de2bdc0e5e5d58ed66ce86b8b80d7b85444bb41b7f53	34f647031cb174513caaa8e1b2e7f7425ef2611941974f50714e01a29dc5a08f
sympy__sympy-21847	issue	2	2	2	2	0	2107	bb95bc84121571ab25a985bac25ab2a8dbdb6e510cfa1c774ddeed856ea2da9f	723a0e27ef03255357b13c242c4411da793e741d57e22fe102b2cf0aedd7f6dc
sympy__sympy-21930	issue	2	2	2	2	0	1950	7c3a65a781a7e2fc63f69788c2c862594ca5923c1843a0a5acbd5bb7206c408a	1eb03e4949e6b656a792fec9e18dffeace95fafd304da3125b18e085a4cd254f
sympy__sympy-22080	issue	5	5	4	4	0	2171	96978b4da391e68fc11d72918e5be5dfe8c7feaecc611817e10622c687976890	d5ca1e012f5c579912d4d74bab70925165c2352234ad60f88a7321dde5741263
sympy__sympy-22456	issue	0	0	0	0	0	767	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	737b66916e0757908b29c6933ad7e948b92fc79501c53ccab1832d8dac2ead93
sympy__sympy-22714	issue	2	2	2	2	0	2207	9a8ede2d6ac66d6bf80bb238bf626eedb04bb7d9f41374a2fdd4e6d76d686879	921ad4d0feda91c4aaa24b21b4122d170574578a1908e3048e8d0666a6680847
sympy__sympy-22914	issue	0	0	0	0	0	860	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	fe1ac6079fac623820de11a2b5e3180c7c4e75e507203093a69cd27dd9ed13c8
sympy__sympy-23262	issue	2	2	2	2	0	1440	01a97f80c6645cf72002792769d4a2e773e533ad929e591385ae750de128dcb8	dea1e9232aafc651a99bd8c0177525e609cd292a815af1a86d83ae587dfcc8c3
sympy__sympy-23413	issue	0	0	0	0	0	818	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	88e42b11bc384fcc10e8b5220921e4eefabc64f11a22421b6ad2e70b11daeefa
sympy__sympy-23534	issue	0	0	0	0	0	865	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2b8db8df40380e85a2812bc40425a5ad850826d4cfae0ab784e5c5f1bf776d6a
sympy__sympy-23824	issue	1	1	1	1	0	2053	450d8801bb0ded81d92d351f4e764fbd83b083b711e6a50266a337e8b181f3d1	fc887a4911827368c2e79a93aa97ce89705e908d521f2d744d093c7bdf800a12
sympy__sympy-23950	issue	1	1	1	1	0	1278	786f8efc3ce936ed9848459352ef4f6aa06489fa011e427c0b80568aa4ef47bd	c9073ba4e14f1bcf80016b32fcec4856caf9e9d31a5e18e22dc01c066ac8c9da
sympy__sympy-24066	issue	3	3	3	3	0	1555	491cd273e56c0cdf99a9fd0308d2f07c5bab255b7435ee381907a2ab3d1a869b	ac9a4f79ecd2baa21a3c0f27bee5aa7a558a1eee89187575a8ac9a0bdaad46b7
sympy__sympy-24213	issue	0	0	0	0	0	959	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bd22b0e6813b7d4fa78f3f5a389cf098733595dedea37d2d1562b5fa99cd6444
sympy__sympy-24443	issue	0	0	0	0	0	900	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	35a76e59e05428ccae879669a12234c4429f864b8e9ac66f0a70e22d9dd86ffe
sympy__sympy-24539	issue	1	1	1	1	0	1093	efd2c69f480bd57d7dd5cd785713732a2c27bab786a575be608255e0130e51f5	dd5a16b02709339e47460b6a758173e5e1cd1b85f183fdfd22c239af8b9dd7dc
sympy__sympy-24562	issue	5	5	3	3	0	2102	c213c4c3b152a0177810ab016280ea30df699a4cfe86a48ebcaac26413f7387c	a33367c4f2a5ed09022a47d3b89a5b32ff1198e176dfb66d5ef383bbc73487fa
sympy__sympy-24661	issue	8	8	4	4	0	2567	b5c91df1d8b5e6cdcfc6f9a329c30292756635ff3ff2663621e01269842cc288	bcbe3563b757febf52695af936c96563d4df8fa4a1a47108c492a4d8b21d2016
astropy__astropy-12907	bm25	17	17	6	4	2	3383	9a73c68a7f3ab3e77fff78907576a7ede5a0324692b12fba90d5d91218496abb	20687c23d8575966265027f7c3418b4924feb708c06b0209ed6c0e4b36fd459d
astropy__astropy-13033	bm25	13	13	6	5	1	3488	5d9b60d610824915d92c63fa7d2cd693be6a32d27cdfa8084f761a817b4d545e	bd2f0391c403adb32ef11b1c8e48d5d9b9f19ddd18919afefcfe6ca05df6091d
astropy__astropy-13236	bm25	14	14	8	5	3	4594	c00f178ffdd5865f6d1867eafb69082da3bad11321ffb21032874a8d2e7e4863	d75b93e58506c403c7d7ab99739d9ec7f6ce083b0a5ee33785d26132498dd354
astropy__astropy-13398	bm25	12	12	5	4	1	4229	8bba949aa3d04493b5e56d7f1355dd6cebb2538f15d55c3e334ea84b453240a3	4774f84b3f5fb8aefaeda5c3bff25025e65fa0150eccc57d5d05215e3c3b36fd
astropy__astropy-13453	bm25	17	9	2	2	0	4074	0f96c4abbd9b6d1110bbf0b85ec55f928520c620cb0d88e33babb4aa62bf47cc	ee211507db2a7355fb083ac10dff0f9dd47a0db07b9b996faef8fdd9ebef8538
astropy__astropy-13579	bm25	12	12	6	4	2	4088	494f43789e6cf184d8439e56081b574ac5b9b7beb5922ec7ef8d35a8f15c47e1	8eb683a5d6d64f00bb9d4e08b2f9c5f4f14fe1f8145025e306ede53a654edb0d
astropy__astropy-13977	bm25	20	20	6	5	1	4959	4e0d14743205f2bc301cc5ac08e5f0b0d6811952ec4945c32e8a1b45b773ce73	45151304e5a90fe5ab1f8f8ae7279ce51d7b6f75ab285c317dd6a031becf181d
astropy__astropy-14096	bm25	20	20	6	4	2	4954	efe4bea01c4360505c676a4686472bd5d7d3962eacac33b4e67a7ac266ebf889	d0e8455c741b8b03fb7e4fa7085d15e60ff09a2d60bc947cd3a634a49fbd5848
astropy__astropy-14182	bm25	17	17	4	2	2	4896	9f2098699dfbeddfa08101462b03d07cafbcff677492a4ac39d15a4be17de21a	c35a5997940ffcfc55060c8bb35e46f3665c4d878565d614c8df84d8481efb68
astropy__astropy-14309	bm25	20	20	4	3	1	4952	21313eed325c3ddea0bcdca39bc6c281fb9e7d34aaca2bb7fa0650f604dcf90e	3db5919db8079cb94d27b21c90e68ec57146d362420f950ac0c2681c949e56c9
astropy__astropy-14365	bm25	15	15	8	4	4	4346	a2a6988073bdfecf61dd4dc2f7d9b4c6380b21eef64444152f69b40b1029e990	8b90753c14783ed4070b096202e86d308af25cb6a10962225011c3b8f87920c5
astropy__astropy-14369	bm25	14	14	6	4	2	4306	aa7caeb53c0e105572a00dde59f7deeedfeec80d94a3e1dd4af4c158b745ba7f	6a000b333b085ba5e359da32ac9deb7566b89decc1bd3956183a7ba4b43c6791
astropy__astropy-14508	bm25	20	12	2	2	0	4876	73c88864e534ae27cf91b1fb53e26fb78fe06221ec81daf436b65a3b86f098b1	38320739e9e13352f72827a2f7727acf0132993fac06e1883acc1b2b3d3c12c6
astropy__astropy-14539	bm25	20	20	8	6	2	4856	2098025aa185cde95fb4ac82d8ae9a4bd8da8fa350b80f62fa3953d1f95d6d2d	59030563a70c54be0a7f5e370ab6164e8fd84874e78cdbf1df1c4798a7220a4c
astropy__astropy-14598	bm25	17	13	2	2	0	4815	0f3821f415930856466e0e7cab8aae74d231a713bdb2a1e576f5314b23944f66	639b5e8b81b5d1a005e7e840604ce6e021efa3e11aea9a0ddd656b093c772814
astropy__astropy-14995	bm25	15	15	6	4	2	4819	51b304e900d469fba9d5b1d06b742d6a96173e2803240714b2d2f74e23c87318	a71f5faa5df10557bc95444f2736bd64fd7ed9e1392c65a008d2785eea8da1e2
astropy__astropy-7166	bm25	17	17	8	5	3	3566	5b20a7d5675d46e4093ae2503704c598faadd852773533c9455d2ce60694a4ae	8e61744c778f5ce024cf7caf573b512869fe1a993c93de862cdd94af591c6cf2
astropy__astropy-7336	bm25	19	19	8	5	3	4328	5dc39678f93899357446a93f8527877c6e164505edd60dc077dbd1a830d4537c	42603041a5f312fe083036ab56c9a1f46c0d5ac61e8f0b575d586999717ad96b
astropy__astropy-7606	bm25	20	20	6	2	4	3500	b30be1eccf9cf254b88e3acb172e777df67640659eaad8ca7f7924d7ddb03dc9	40e83882bfe39d771f1ef3fb13610a0409f894946176387298f514530007c3d7
astropy__astropy-7671	bm25	20	20	8	4	4	4548	dcd9a82ca1db9e9e24d18914c87a5971a0b64137a341ddb77811389e98d93341	a07d467e36baab0dd149a640fda43d545fdb41ff68795b409353c6cf8225ce05
astropy__astropy-8707	bm25	20	20	6	3	3	4835	1d93bb22b8a454a6aca536c8918e26eaeedad5b2a8a440e8ecb842fd4c92e654	ef4741cf6d4912f1e6dbd7970e42b43993b5753cd2dc950ddcbbc4b747cb07fb
astropy__astropy-8872	bm25	15	15	7	4	3	3733	2b7673a704d14aac8f8a2b0f43244e0aa8d2848f3bffe4addf0093b3c19f653f	d929ceaf4e36084d80c894aefc4d5577771fd4584053b393a64c3394ed964d7a
