annotator	annotation_id	instance_id	mapping_label	missing_entity	extra_entity	confidence	changed_region_record	rationale
A	GT-031	pylint-dev__pylint-4604	部分正确	否	否	5	pylint/checkers/variables.py::pylint.checkers.variables.VariablesChecker._store_type_annotation_node pylint/constants.py::模块级导入 pylint/constants.py::pylint.constants.IS_PYPY	补丁涉及三个实际编辑实体：(1)variables.py第1826行在VariablesChecker._store_type_annotation_node方法体内新增if isinstance(type_annotation, astroid.Attribute)分支三行（+行），用于处理类型注释中的属性访问；(2)constants.py第1行新增+import platform（+行），按A-3属模块级导入编辑实体；(3)constants.py第12行新增模块级赋值+IS_PYPY = platform.python_implementation() == "PyPy"（+行），按A-2属新增赋值编辑实体。自动映射仅覆盖了_store_type_annotation_node方法，遗漏了constants.py中的模块级导入和IS_PYPY赋值
B	GT-003	sympy__sympy-16766	错误	是	否	5	sympy.printing.pycode._print_Not(self,expr) sympy.printing.pycode._print_Indexed(self,expr)                       --git a/sympy/printing/pycode.py b/sympy/printing/pycode.py --- a/sympy/printing/pycode.py +++ b/sympy/printing/pycode.py	主要映射与实体sympy.printing.pycode._print_Not(self,expr) sympy.printing.pycode._print_Indexed(self,expr) 不符。
B	GT-054	astropy__astropy-14539	正确	否	否	5	astropy.io.fits.diff.TableDataDiff._diff(self)                                   --git a/astropy/io/fits/diff.py b/astropy/io/fits/diff.py --- a/astropy/io/fits/diff.py +++ b/astropy/io/fits/diff.py	主要映射与实体astropy.io.fits.diff.TableDataDiff._diff(self)相符，所有实际编辑实体均被覆盖，且没有父类重复、上下文实体或错误归属。
B	GT-040	pydata__xarray-6938	部分正确	是	否	5	xarray.core.dataset.Dataset.swap_dims(self, dims_dict) xarray.core.variable.IndexVariable.level_names(self) xarray.core.variable.IndexVariable.name(self) xarray.core.variable.IndexVariable.name(self, value) xarray.core.variable.IndexVariable.to_index(self) xarray.core.variable.IndexVariable.to_index_variable(self) xarray.core.variable.Variable.to_base_variable(self) xarray.core.variable.Variable.to_index(self) xarray.core.variable.Variable.to_index_variable(self) xarray.core.variable.Variable.value(self)  xarray.core.variable.Variable._data_equals(self,other) --git a/xarray/core/dataset.py b/xarray/core/dataset.py --- a/xarray/core/dataset.py +++ b/xarray/core/dataset.py --git a/xarray/core/variable.py b/xarray/core/variable.py --- a/xarray/core/variable.py +++ b/xarray/core/variable.py	主要映射与xarray.core.dataset.Dataset.swap_dims(self, dims_dict) xarray.core.variable.IndexVariable.level_names(self) xarray.core.variable.IndexVariable.name(self) xarray.core.variable.IndexVariable.name(self, value) xarray.core.variable.IndexVariable.to_index(self) xarray.core.variable.IndexVariable.to_index_variable(self) xarray.core.variable.Variable.to_base_variable(self) xarray.core.variable.Variable.to_index(self) xarray.core.variable.Variable.to_index_variable(self)相符合， 但有遗漏、冗余问题。
B	GT-012	matplotlib__matplotlib-26342	部分正确	是	是	5	matplotlib.collections.Collection.set_paths(self, paths) matplotlib.collections.PathCollection.set_paths(self, paths) matplotlib.collections.Collection.put_paths(self) matplotlib.collections.Collection.get_transforms(self) --git a/lib/matplotlib/collections.py b/lib/matplotlib/collections.py --- a/lib/matplotlib/collections.py +++ b/lib/matplotlib/collections.py	映射与matplotlib.collections.Collection.set_paths(self, paths) matplotlib.collections.PathCollection.set_paths(self, paths)相符，与matplotlib.collections.PathCollection不符， 有遗漏、冗余问题。
B	GT-037	django__django-13158	部分正确	是	否	5	django.db.models.sql.query.Query.clone(self) django.db.models.sql.query.Query.set_empty(self) django.db.models.sql.query.Query.split_exclude(self, filter_expr, can_reuse, names_with_path) django.db.models.sql.query.Query.is_empty(self) --git a/django/db/models/sql/query.py b/django/db/models/sql/query.py --- a/django/db/models/sql/query.py +++ b/django/db/models/sql/query.py	映射django.db.models.sql.query.Query.clone(self) django.db.models.sql.query.Query.set_empty(self)与相符， 但有遗漏、冗余问题。
B	GT-006	django__django-16877	部分正确	是	否	4	django.template.defaultfilters.escape_filter(value) django.template.defaultfilters.escapeseq(value) django.template.defaultfilters.force_escape(value) --git a/django/template/defaultfilters.py b/django/template/defaultfilters.py --- a/django/template/defaultfilters.py +++ b/django/template/defaultfilters.py	映射与django.template.defaultfilters.escape_filter(value) django.template.defaultfilters.escapeseq(value) django.template.defaultfilters.force_escape(value)与不相符， 有遗漏、冗余问题。
B	GT-027	matplotlib__matplotlib-26208	正确	否	否	5	matplotlib.axes._base._AxesBase.twinx(self) matplotlib.axes._base._AxesBase.twiny(self) matplotlib.axes._base._AxesBase.get_shared_x_axes(self) --git a/lib/matplotlib/axes/_base.py b/lib/matplotlib/axes/_base.py --- a/lib/matplotlib/axes/_base.py +++ b/lib/matplotlib/axes/_base.py	映射matplotlib.axes._base._AxesBase.twinx(self) matplotlib.axes._base._AxesBase.twiny(self)与相符，所有实际编辑实体均被覆盖，且没有父类重复、上下文实体或错误归属。
B	GT-042	pytest-dev__pytest-8399	部分正确	是	是	59	pytest.src._pytestthon.Class._inject_setup_class_fixture(self) pytest.src._pytestthon.Class._inject_setup_method_fixture(self) pytest.src._pytestthon.Module._inject_setup_function_fixture(self) pytest.src._pytestthon.Module._inject_setup_module_fixture(self) src._pytest.unittest.cleanup(*args) --git a/src/_pytest/python.py b/src/_pytest/python.py --- a/src/_pytest/python.py +++ b/src/_pytest/python.py --git a/src/_pytest/unittest.py b/src/_pytest/unittest.py --- a/src/_pytest/unittest.py +++ b/src/_pytest/unittest.py	映射与pytest.src._pytestthon.Class._inject_setup_class_fixture(self) pytest.src._pytestthon.Class._inject_setup_method_fixture(self) pytest.src._pytestthon.Module._inject_setup_function_fixture(self) pytest.src._pytestthon.Module._inject_setup_module_fixture(self)， src._pytest.unittest._make_xunit_fixture(obj, setup_name, teardown_name, cleanup_name, scope, pass_self)与不相符，有遗漏、冗余问题
B	GT-028	mwaskom__seaborn-3187	错误	是	是	5	seaborn._core.scales.spacer(x) seaborn.utils.get_view_interval(self) --git a/seaborn/_core/scales.py b/seaborn/_core/scales.py --- a/seaborn/_core/scales.py +++ b/seaborn/_core/scales.py --git a/seaborn/utils.py b/seaborn/utils.py --- a/seaborn/utils.py +++ b/seaborn/utils.py	主要映射与seaborn._core.scales.spacer(x) seaborn.utils.get_view_interval(self)严重不符
B	GT-025	astropy__astropy-14598	正确	否	否	5	astropy.io.fits.card.Card._split(self) astropy.io.fits.card.Card._strg_comment_RE = re.compile(f"({_strg})? *{_comm_field}?") --git a/astropy/io/fits/card.py b/astropy/io/fits/card.py --- a/astropy/io/fits/card.py +++ b/astropy/io/fits/card.py	主要映射与astropy.io.fits.card.Card._split(self) astropy.io.fits.card.Card._strg_comment_RE = re.compile(f"({_strg})? *{_comm_field}?")相符，所有实际编辑实体均被覆盖，且没有父类重复、上下文实体或错误归属。
B	GT-004	django__django-13569	错误	是	否	5	django.db.models.functions.math.as_oracle(self, compiler, connection, **extra_context) django.db.models.functions.math.as_sqlite(self, compiler, connection, **extra_context) django.db.models.functions.math.get_group_by_cols(self, alias=None) django.db.models.functions.math.Round(Transform) --git a/django/db/models/functions/math.py b/django/db/models/functions/math.py --- a/django/db/models/functions/math.py +++ b/django/db/models/functions/math.py	映射与django.db.models.functions.math.as_oracle(self, compiler, connection, **extra_context) django.db.models.functions.math.as_sqlite(self, compiler, connection, **extra_context) django.db.models.functions.math.get_group_by_cols(self, alias=None)实际不符
B	GT-024	sphinx-doc__sphinx-9229	部分正确	是	是	5	sphinx.ext.autodoc.__init__.ClassDocumenter.get_object_members(self, want_all) sphinx.ext.autodoc.__init__.ClassDocumenter.add_content(self, more_content, no_docstring) sphinx.ext.autodoc.__init__.ClassDocumenter.get_doc(self, ignore) --git a/sphinx/ext/autodoc/__init__.py b/sphinx/ext/autodoc/__init__.py --- a/sphinx/ext/autodoc/__init__.py +++ b/sphinx/ext/autodoc/__init__.py	映射与sphinx.ext.autodoc.__init__.ClassDocumenter.add_content(self, more_content, no_docstring) sphinx.ext.autodoc.__init__.ClassDocumenter.get_doc(self, ignore)相符，与sphinx.ext.autodoc.__init__.ClassDocumenter实际不符，有遗漏、冗余问题。
B	GT-041	pylint-dev__pylint-4551	正确	否	否	5	pylintreverse.diagrams.ClassDiagram.class_names(self, nodes) pylintreverse.inspector.Linker.handle_assignattr_type(node, parent) pylintreverse.inspector.Linker.visit_assignname(self, node) pylintreverse.utils.LocalsVisitor.visit(self, node) pylintreverse.writer.DotWriter.get_values(self, obj) --git a/pylint/pyreverse/diagrams.py b/pylint/pyreverse/diagrams.py --- a/pylint/pyreverse/diagrams.py +++ b/pylint/pyreverse/diagrams.py --git a/pylint/pyreverse/inspector.py b/pylint/pyreverse/inspector.py --- a/pylint/pyreverse/inspector.py +++ b/pylint/pyreverse/inspector.py --git a/pylint/pyreverse/utils.py b/pylint/pyreverse/utils.py --- a/pylint/pyreverse/utils.py +++ b/pylint/pyreverse/utils.py --git a/pylint/pyreverse/writer.py b/pylint/pyreverse/writer.py --- a/pylint/pyreverse/writer.py +++ b/pylint/pyreverse/writer.py	映射与pylintreverse.diagrams.ClassDiagram.class_names(self, nodes) pylintreverse.inspector.Linker.handle_assignattr_type(node, parent) pylintreverse.inspector.Linker.visit_assignname(self, node) pylintreverse.utils.LocalsVisitor.visit(self, node) pylintreverse.writer.DotWriter.get_values(self, obj)相符，所有实际编辑实体均被覆盖，且没有父类重复、上下文实体或错误归属。
B	GT-009	django__django-13346	错误	是	否	3	django.db.models.fields.json.as_sqlite(self, compiler, connection) django.db.models.fields.json.process_rhs(self, compiler, connection) django.db.models.fields.json.KeyTransformIn(lookups.In) django.db.models.fields.json.KeyTransformExact(JSONExact) --git a/django/db/models/fields/json.py b/django/db/models/fields/json.py --- a/django/db/models/fields/json.py +++ b/django/db/models/fields/json.py	映射与django.db.models.fields.json.as_sqlite(self, compiler, connection) django.db.models.fields.json.process_rhs(self, compiler, connection) django.db.models.fields.json.KeyTransformIn(lookups.In) django.db.models.fields.json.KeyTransformExact(JSONExact)不相符
B	GT-048	pydata__xarray-4695	部分正确	是	否	5	xarray.core.dataarray._LocIndexer.__getitem__(self, key) xarray.core.dataarray._LocIndexer.__setitem__(self, key, value) --git a/xarray/core/dataarray.py b/xarray/core/dataarray.py --- a/xarray/core/dataarray.py +++ b/xarray/core/dataarray.py	映射与xarray.core.dataarray._LocIndexer.__getitem__(self, key)相符，有遗漏问题。
B	GT-030	pydata__xarray-3993	部分正确	是	否	5	xarray.core.dataarray.DataArray.integrate(self, dim, datetime_unit) xarray.core.dataset.Dataset.integrate(self, coord, datetime_unit) xarray.core.dataset.Dataset.differentiate(self, coord, edge_order, datetime_unit) xarray.core.dataarray.DataArray.differentiate() --git a/xarray/core/dataarray.py b/xarray/core/dataarray.py --- a/xarray/core/dataarray.py +++ b/xarray/core/dataarray.py --git a/xarray/core/dataset.py b/xarray/core/dataset.py --- a/xarray/core/dataset.py +++ b/xarray/core/dataset.py	映射与xarray.core.dataarray.DataArray.integrate(self, dim, datetime_unit) xarray.core.dataset.Dataset.integrate(self, coord, datetime_unit)相符，但遗漏xarray.core.dataset.Dataset.differentiate(self, coord, edge_order, datetime_unit) xarray.core.dataarray.DataArray.differentiate()
B	GT-060	pytest-dev__pytest-7571	正确	否	否	5	pytest.src._pytest.logging.LogCaptureFixture.__init__(self, item) pytest.src._pytest.logging.LogCaptureFixture._finalize(self) pytest.src._pytest.logging.LogCaptureFixture.set_level(self, level, logger) --git a/src/_pytest/logging.py b/src/_pytest/logging.py --- a/src/_pytest/logging.py +++ b/src/_pytest/logging.py	映射与pytest.src._pytest.logging.LogCaptureFixture.__init__(self, item) pytest.src._pytest.logging.LogCaptureFixture._finalize(self) pytest.src._pytest.logging.LogCaptureFixture.set_level(self, level, logger)相符，无遗漏多余实体
B	GT-047	psf__requests-1724	正确	否	否	5	requests.sessions.Session.request(self, method, url, params, data, headers, cookies, files, auth, timeout, allow_redirects, proxies, hooks, stream, verify, cert) --git a/requests/sessions.py b/requests/sessions.py --- a/requests/sessions.py +++ b/requests/sessions.py	映射与requests.sessions.Session.request(self, method, url, params, data, headers, cookies, files, auth, timeout, allow_redirects, proxies, hooks, stream, verify, cert)相符，无遗漏多余实体
B	GT-023	scikit-learn__scikit-learn-12682	正确	否	否	5	examples.decomposition.plot_sparse_coding.ricker_function(resolution, center, width) scikit-learn.sklearn.decomposition.dict_learning.DictionaryLearning.__init__(self, n_components, alpha, max_iter, tol, fit_algorithm, transform_algorithm, transform_n_nonzero_coefs, transform_alpha, n_jobs, code_init, dict_init, verbose, split_sign, random_state, positive_code, positive_dict) scikit-learn.sklearn.decomposition.dict_learning.DictionaryLearning.fit(self, X, y) scikit-learn.sklearn.decomposition.dict_learning.MiniBatchDictionaryLearning.__init__(self, n_components, alpha, n_iter, fit_algorithm, n_jobs, batch_size, shuffle, dict_init, transform_algorithm, transform_n_nonzero_coefs, transform_alpha, verbose, split_sign, random_state, positive_code, positive_dict) scikit-learn.sklearn.decomposition.dict_learning.MiniBatchDictionaryLearning.fit(self, X, y) scikit-learn.sklearn.decomposition.dict_learning.MiniBatchDictionaryLearning.partial_fit(self, X, y, iter_offset) scikit-learn.sklearn.decomposition.dict_learning.SparseCoder.__init__(self, dictionary, transform_algorithm, transform_n_nonzero_coefs, transform_alpha, split_sign, n_jobs, positive_code) scikit-learn.sklearn.decomposition.dict_learning.SparseCodingMixin._set_sparse_coding_params(self, n_components, transform_algorithm, transform_n_nonzero_coefs, transform_alpha, split_sign, n_jobs, positive_code) scikit-learn.sklearn.decomposition.dict_learning.SparseCodingMixin.transform(self, X) sklearn.decomposition.dict_learning._sparse_encode(X, dictionary, gram, cov, algorithm, regularization, copy_cov, init, max_iter, check_input, verbose, positive) sklearn.decomposition.dict_learning.dict_learning(X, n_components, alpha, max_iter, tol, method, n_jobs, dict_init, code_init, callback, verbose, random_state, return_n_iter, positive_dict, positive_code) sklearn.decomposition.dict_learning.dict_learning_online(X, n_components, alpha, n_iter, return_code, dict_init, callback, batch_size, verbose, shuffle, n_jobs, method, iter_offset, random_state, return_inner_stats, inner_stats, return_n_iter, positive_dict, positive_code) sklearn.decomposition.dict_learning.sparse_encode(X, dictionary, gram, cov, algorithm, n_nonzero_coefs, alpha, copy_cov, init, max_iter, n_jobs, check_input, verbose, positive) scikit-learn.sklearn.decomposition.dict_learning.DictionaryLearning scikit-learn.sklearn.decomposition.dict_learning.MiniBatchDictionaryLearning scikit-learn.sklearn.decomposition.dict_learning.SparseCoder --git a/examples/decomposition/plot_sparse_coding.py b/examples/decomposition/plot_sparse_coding.py --- a/examples/decomposition/plot_sparse_coding.py +++ b/examples/decomposition/plot_sparse_coding.py --git a/sklearn/decomposition/dict_learning.py b/sklearn/decomposition/dict_learning.py --- a/sklearn/decomposition/dict_learning.py +++ b/sklearn/decomposition/dict_learning.py	映射与实际编辑实体均被覆盖，且没有父类重复、上下文实体或错误归属
B	GT-013	pydata__xarray-3095	正确	否	否	5	xarray.core.indexing.PandasIndexAdapter.__array__(self, dtype) xarray.core.indexing.PandasIndexAdapter.__getitem__(self, indexer) xarray.core.indexing.PandasIndexAdapter.__init__(self, array, dtype) xarray.core.indexing.PandasIndexAdapter.__repr__(self) xarray.core.indexing.PandasIndexAdapter.dtype(self) xarray.core.indexing.PandasIndexAdapter.shape(self) xarray.core.indexing.PandasIndexAdapter.transpose(self, order) xarray.core.variable.IndexVariable.copy(self, deep, data) xarray.core.indexing.PandasIndexAdapter --git a/xarray/core/indexing.py b/xarray/core/indexing.py --- a/xarray/core/indexing.py +++ b/xarray/core/indexing.py --git a/xarray/core/variable.py b/xarray/core/variable.py --- a/xarray/core/variable.py +++ b/xarray/core/variable.py	映射与xarray.core.indexing.PandasIndexAdapter.__array__(self, dtype) xarray.core.indexing.PandasIndexAdapter.__getitem__(self, indexer) xarray.core.indexing.PandasIndexAdapter.__init__(self, array, dtype) xarray.core.indexing.PandasIndexAdapter.__repr__(self) xarray.core.indexing.PandasIndexAdapter.dtype(self) xarray.core.indexing.PandasIndexAdapter.shape(self) xarray.core.indexing.PandasIndexAdapter.transpose(self, order) xarray.core.variable.IndexVariable.copy(self, deep, data) xarray.core.indexing.PandasIndexAdapter实际编辑实体均被覆盖，且没有父类重复、上下文实体或错误归属
B	GT-021	matplotlib__matplotlib-26466	部分正确	是	是	5	matplotlib.text.OffsetFrom.__call__(self, renderer) matplotlib.text.OffsetFrom.__init__(self, artist, ref_coord, unit) matplotlib.text.OffsetFrom._get_scale(self, renderer) matplotlib.text._AnnotationBase.__init__(self, xy, xycoords, annotation_clip) matplotlib.text.OffsetFrom.get_unit(self) matplotlib.text.OffsetFrom.set_unit(self, unit) --git a/lib/matplotlib/text.py b/lib/matplotlib/text.py --- a/lib/matplotlib/text.py +++ b/lib/matplotlib/text.py	映射与matplotlib.text.OffsetFrom.__call__(self, renderer) matplotlib.text.OffsetFrom.__init__(self, artist, ref_coord, unit) matplotlib.text.OffsetFrom._get_scale(self, renderer) matplotlib.text._AnnotationBase.__init__(self, xy, xycoords, annotation_clip)相符，但存在遗漏问题。
B	GT-053	sympy__sympy-22080	部分正确	是	否	5	sympy.printing.codeprinter.CodePrinter._print_Mul(self, expr) sympy.printing.codeprinter.CodePrinter.requires sympy.printing.precedence.PRECEDENCE_VALUES = { "Equivalent": PRECEDENCE["Xor"], "Xor": PRECEDENCE["Xor"], "Implies": PRECEDENCE["Xor"], "Or": PRECEDENCE["Or"], "And": PRECEDENCE["And"], "Add": PRECEDENCE["Add"], "Pow": PRECEDENCE["Pow"], "Relational": PRECEDENCE["Relational"], "Sub": PRECEDENCE["Add"], "Not": PRECEDENCE["Not"], "Function" : PRECEDENCE["Func"], "NegativeInfinity": PRECEDENCE["Add"], "MatAdd": PRECEDENCE["Add"], "MatPow": PRECEDENCE["Pow"], "MatrixSolve": PRECEDENCE["Mul"], "TensAdd": PRECEDENCE[... --git a/sympy/printing/codeprinter.py b/sympy/printing/codeprinter.py --- a/sympy/printing/codeprinter.py +++ b/sympy/printing/codeprinter.py --git a/sympy/printing/precedence.py b/sympy/printing/precedence.py --- a/sympy/printing/precedence.py +++ b/sympy/printing/precedence.py	映射与sympy.printing.codeprinter.CodePrinter._print_Mul(self, expr)相符，但有遗漏。
B	GT-016	scikit-learn__scikit-learn-14629	部分正确	是	否	5	scikit-learn.sklearn.multioutput._BaseChain.fit(self, X, Y) scikit-learn.sklearn.multioutput.predict_proba(self, X) scikit-learn.sklearn.multioutput.__init__(self, estimator, n_jobs) scikit-learn.sklearn.multioutput.fit(self, X, Y, sample_weight) scikit-learn.sklearn.multioutput.MultiOutputClassifier --git a/sklearn/multioutput.py b/sklearn/multioutput.py --- a/sklearn/multioutput.py +++ b/sklearn/multioutput.py	映射与scikit-learn.sklearn.multioutput._BaseChain.fit(self, X, Y)相符，但有遗漏。
B	GT-050	pytest-dev__pytest-5809	正确	否	否	5	src._pytest.pastebin.create_new_paste(contents) --git a/src/_pytest/pastebin.py b/src/_pytest/pastebin.py --- a/src/_pytest/pastebin.py +++ b/src/_pytest/pastebin.py	映射与src._pytest.pastebin.create_new_paste(contents)实际编辑实体均被覆盖，且没有父类重复、上下文实体或错误归属
B	GT-014	pylint-dev__pylint-6528	部分正确	是	否	5	pylint.lint.expand_modules.expand_modules(files_or_modules, ignore_list, ignore_list_re, ignore_list_paths_re) pylint.lintlinter.PyLinter._discover_files(files_or_modules) pylint.lint.expand_modules._is_in_ignore_list_re(element, ignore_list_re) pylint.lint.expand_modules._is_ignored_file(element,ignore_list,ignore_list_re,ignore_list_paths_re,) pylint.lintlinter.PyLinter.initialize(self) --git a/pylint/lint/expand_modules.py b/pylint/lint/expand_modules.py --- a/pylint/lint/expand_modules.py +++ b/pylint/lint/expand_modules.py --git a/pylint/lint/pylinter.py b/pylint/lint/pylinter.py --- a/pylint/lint/pylinter.py +++ b/pylint/lint/pylinter.py	映射与pylint.lint.expand_modules.expand_modules(files_or_modules, ignore_list, ignore_list_re, ignore_list_paths_re) pylint.lintlinter.PyLinter._discover_files(files_or_modules)相符，但有遗漏。
B	GT-029	psf__requests-2931	正确	否	否	5	requests.models.PreparedRequest.prepare_url(self, url, params) requests.models.RequestEncodingMixin._encode_params(data)	映射与requests.models.PreparedRequest.prepare_url(self, url, params) requests.models.RequestEncodingMixin._encode_params(data)实际编辑实体均被覆盖，且没有父类重复、上下文实体或错误归属
B	GT-056	matplotlib__matplotlib-25311	部分正确	是	否	5	matplotlib.offsetbox.DraggableBase.__init__(self, ref_artist, use_blit) matplotlib.offsetbox.on_motion(self, evt) --git a/lib/matplotlib/offsetbox.py b/lib/matplotlib/offsetbox.py --- a/lib/matplotlib/offsetbox.py +++ b/lib/matplotlib/offsetbox.py	映射与pylint.lint.expand_modules.expand_modules(files_or_modules, ignore_list, ignore_list_re, ignore_list_paths_re) pylint.lintlinter.PyLinter._discover_files(files_or_modules)相符，但有遗漏多余实体。
B	GT-002	pylint-dev__pylint-4661	错误	是	否	3	pylint.config.__init__._get_pdata_path(base_name, recurs) --git a/pylint/config/__init__.py b/pylint/config/__init__.py --- a/pylint/config/__init__.py +++ b/pylint/config/__init__.py	主要映射与实际 pylint.config.__init__._get_pdata_path(base_name, recurs)所属实体不符。
B	GT-057	psf__requests-6028	正确	否	否	5	requests.utils.prepend_scheme_if_needed(url, new_scheme) --git a/requests/utils.py b/requests/utils.py --- a/requests/utils.py +++ b/requests/utils.py	映射与requests.utils.prepend_scheme_if_needed(url, new_scheme)实际编辑实体均被覆盖，且没有父类重复、上下文实体或错误归属
B	GT-043	astropy__astropy-14096	部分正确	是	否	5	astropy.coordinates.sky_coordinate.SkyCoord.__getattr__(self, attr) tropy.coordinates.sky_coordinate.__setattr__(self, attr, val) --git a/astropy/coordinates/sky_coordinate.py b/astropy/coordinates/sky_coordinate.py --- a/astropy/coordinates/sky_coordinate.py +++ b/astropy/coordinates/sky_coordinate.py	映射与astropy.coordinates.sky_coordinate.SkyCoord.__getattr__(self, attr)相符，但有遗漏实体。
B	GT-052	sphinx-doc__sphinx-9658	部分正确	是	否	5	sphinx.ext.autodoc.mock._MockObject.__display_name__ = _MockObject sphinx.ext.autodoc.mock._MockObject.__init__(self) sphinx.ext.autodoc.mock._make_subclass(name, module, superclass, attributes, decorator_args) sphinx.ext.autodoc.mock.__new__(cls, *args, **kwargs) sphinx.ext.autodoc.mock._MockObject --git a/sphinx/ext/autodoc/mock.py b/sphinx/ext/autodoc/mock.py --- a/sphinx/ext/autodoc/mock.py +++ b/sphinx/ext/autodoc/mock.py	映射与sphinx.ext.autodoc.mock._MockObject.__display_name__ = _MockObject sphinx.ext.autodoc.mock._MockObject.__init__(self) sphinx.ext.autodoc.mock._make_subclass(name, module, superclass, attributes, decorator_args)相符，但有遗漏实体。
B	GT-035	sympy__sympy-21930	错误	是	否	3	sympy.physics.secondquant._sortkey(cls, index) sympy.physics.secondquant._latex(self, printer) sympy.physics.secondquant.__repr__(self) --git a/sympy/physics/secondquant.py b/sympy/physics/secondquant.py --- a/sympy/physics/secondquant.py +++ b/sympy/physics/secondquant.py	主要映射与实际sympy.physics.secondquant._sortkey(cls, index) sympy.physics.secondquant._latex(self, printer) sympy.physics.secondquant.__repr__(self)所属实体不符。
B	GT-051	scikit-learn__scikit-learn-12973	部分正确	是	否	5	scikit-learn.sklearn.linear_model.least_angle.LassoLarsIC.__init__(self, criterion, fit_intercept, verbose) scikit-learn.sklearn.linear_model.least_angle.LassoLarsIC.fit(self, X, y, copy_X) --git a/sklearn/linear_model/least_angle.py b/sklearn/linear_model/least_angle.py --- a/sklearn/linear_model/least_angle.py +++ b/sklearn/linear_model/least_angle.py	映射与scikit-learn.sklearn.linear_model.least_angle.LassoLarsIC.fit(self, X, y, copy_X)相符，但有遗漏实体。
B	GT-034	sphinx-doc__sphinx-7590	部分正确	是	否	4	sphinx.domains.cpp.ASTThisLiteral._stringify(self, transform) sphinx.domains.cpp.ASTUserDefinedLiteral(ASTLiteral) sphinx.domains.cpp.ASTThisLiteral(ASTExpression) sphinx.domains.c.DefinitionParser._parse_literal(self) sphinx.domains.cpp.ASTCharLiteral.get_id(self, version) sphinx.domains.cpp.ASTIdentifier.describe_signature(self, signode, mode, env, prefix, templateArgs, symbol) sphinx.domains.cpp.ASTNumberLiteral.get_id(self, version) sphinx.domains.cpp.DefinitionParser._parse_literal(self) sphinx.util.cfamily.binary_literal_re = re.compile(r'0[bB][01][01]*') sphinx.util.cfamily.float_literal_re = re.compile(r'''(?x) [+-]?( # decimal ([0-9]+[eE][+-]?[0-9]+) | ([0-9]*\.[0-9]+([eE][+-]?[0-9]+)?) | ([0-9]+\.([eE][+-]?[0-9]+)?) # hex | (0[xX][0-9a-fA-F]+[pP][+-]?[0-9a-fA-F]+) | (0[xX][0-9a-fA-F]*\.[0-9a-fA-F]+([pP][+-]?[0-9a-fA-F]+)?) | (0[xX][0-9a-fA-F]+\.([pP][+-]?[0-9a-fA-F]+)?) ) ''') sphinx.util.cfamily.verify_description_mode(mode)	映射与sphinx.domains.c.DefinitionParser._parse_literal(self) sphinx.domains.cpp.ASTCharLiteral.get_id(self, version) sphinx.domains.cpp.ASTIdentifier.describe_signature(self, signode, mode, env, prefix, templateArgs, symbol) sphinx.domains.cpp.ASTNumberLiteral.get_id(self, version) sphinx.domains.cpp.DefinitionParser._parse_literal(self) sphinx.util.cfamily.binary_literal_re = re.compile(r'0[bB][01][01]*') sphinx.util.cfamily.float_literal_re = re.compile(r'''(?x) [+-]?( # decimal ([0-9]+[eE][+-]?[0-9]+) | ([0-9]*\.[0-9]+([eE][+-]?[0-9]+)?) | ([0-9]+\.([eE][+-]?[0-9]+)?) # hex | (0[xX][0-9a-fA-F]+[pP][+-]?[0-9a-fA-F]+) | (0[xX][0-9a-fA-F]*\.[0-9a-fA-F]+([pP][+-]?[0-9a-fA-F]+)?) | (0[xX][0-9a-fA-F]+\.([pP][+-]?[0-9a-fA-F]+)?) ) ''') sphinx.util.cfamily.verify_description_mode(mode)相符，但有遗漏实体。
B	GT-046	pallets__flask-5014	正确	否	否	5	flask.blueprints.Blueprint.__init__(self, name, import_name, static_folder, static_url_path, template_folder, url_prefix, subdomain, url_defaults, root_path, cli_group) --git a/src/flask/blueprints.py b/src/flask/blueprints.py --- a/src/flask/blueprints.py +++ b/src/flask/blueprints.py	映射与flask.blueprints.Blueprint.__init__(self, name, import_name, static_folder, static_url_path, template_folder, url_prefix, subdomain, url_defaults, root_path, cli_group)实际编辑实体均被覆盖，且没有父类重复、上下文实体或错误归属
B	GT-049	pylint-dev__pylint-6386	部分正确	是	否	5	pylint.config.utils._enable_all_extensions(run, value) pylint.config.argument._CallableArgument.__init__(self) pylint.config.arguments_manager._ArgumentsManager._add_parser_option(section_group, argument) pylint.config.utils._convert_option_to_argument(opt, optdict) pylint.config.utils._preprocess_options(run, args) pylint.lint.base_options._make_run_options(self) --git a/pylint/config/argument.py b/pylint/config/argument.py --- a/pylint/config/argument.py +++ b/pylint/config/argument.py --git a/pylint/config/arguments_manager.py b/pylint/config/arguments_manager.py --- a/pylint/config/arguments_manager.py +++ b/pylint/config/arguments_manager.py --git a/pylint/config/utils.py b/pylint/config/utils.py --- a/pylint/config/utils.py +++ b/pylint/config/utils.py --git a/pylint/lint/base_options.py b/pylint/lint/base_options.py --- a/pylint/lint/base_options.py +++ b/pylint/lint/base_options.py	映射与pylint.config.argument._CallableArgument.__init__(self) pylint.config.arguments_manager._ArgumentsManager._add_parser_option(section_group, argument) pylint.config.utils._convert_option_to_argument(opt, optdict) pylint.config.utils._preprocess_options(run, args) pylint.lint.base_options._make_run_options(self)相符，但有遗漏实体。
